CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
220906101,.,0,0,0,1,0,1, , ,CANNON EL,.,61,90,.,.,.,.,A,90,78,B,85,61,B,83,B,85,90,B,85,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,270,49.2,45,9.1,494,549,.,0.0,202,36.8,113,20.6,.,0.0,67,12.2,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,KG,KG - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906102,.,1,0,1,0,0,0, , ,COLLEYVILLE EL,.,75,94,.,.,.,.,A,94,77,B,83,75,B,80,B,83,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,237,47.6,21,5.5,385,498,.,0.0,28,5.6,12,2.4,.,0.0,32,6.4,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906103,.,0,0,0,1,0,0, , ,DOVE EL,.,47,75,.,.,.,.,C,75,81,B,89,47,F,58,B,89,84,C,79,86, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,1B,220,248,56.0,68,15.1,450,443,.,0.0,147,33.2,27,6.1,.,0.0,44,9.9,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906104,.,0,0,1,0,1,0, , ,TIMBERLINE EL,.,42,71,.,.,.,.,C,71,71,C,74,42,C,75,C,75,63,C,74,75, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,302,44.5,82,14.3,575,678,.,0.0,529,78.0,380,56.0,.,0.0,99,14.6,.,0.0,.,.,.,.,., ,C,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906105,.,0,0,0,0,0,0, , ,TAYLOR EL,.,64,91,.,.,.,.,A,91,75,B,80,64,D,66,B,80,89,B,84,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,222,48.2,21,5.9,357,461,.,0.0,42,9.1,11,2.4,.,0.0,63,13.7,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906106,.,0,0,0,0,0,1, , ,BEAR CREEK EL,.,58,88,.,.,.,.,B,88,74,C,79,58,C,78,C,79,78,C,78,85, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,331,48.7,62,10.1,611,679,.,0.0,229,33.7,81,11.9,.,0.0,53,7.8,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906107,.,0,1,0,0,1,1, , ,HERITAGE EL,.,74,94,.,.,.,.,A,94,73,C,77,74,B,81,B,81,94,B,89,93, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,261,51.3,29,6.7,432,509,.,0.0,43,8.4,32,6.3,.,0.0,31,6.1,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906108,.,1,0,1,1,1,0, , ,BRANSFORD EL,.,73,93,.,.,.,.,A,93,82,A,90,73,B,83,A,90,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,228,49.7,20,5.3,380,459,.,0.0,61,13.3,12,2.6,.,0.0,41,8.9,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,EE,EE - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906109,.,0,0,0,0,0,0, , ,GRAPEVINE EL,.,65,91,.,.,.,.,A,91,76,B,82,65,C,74,B,82,93,B,88,90, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,264,48.3,25,5.6,448,547,.,0.0,84,15.4,31,5.7,.,0.0,53,9.7,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906110,.,1,0,0,0,1,1, , ,SILVER LAKE EL,.,58,88,.,.,.,.,B,88,72,C,75,58,B,86,B,86,94,B,89,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,229,42.8,46,9.7,475,535,.,0.0,290,54.2,202,37.8,.,0.0,59,11.0,.,0.0,.,.,.,.,., ,B,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,PK,PK - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220906111,.,1,0,1,0,1,1, , ,GLENHOPE EL,.,79,95,.,.,.,.,A,95,82,A,90,79,B,87,A,90,100,A,100,97, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,278,57.3,26,5.8,449,485,.,0.0,54,11.1,15,3.1,.,0.0,29,6.0,.,0.0,.,.,.,.,., ,A,.,GRAPEVINE-COLLEYVILLE ISD,220906,5,KG,KG - 05,E, ,.,., , ,11,REGION 11: FORT WORTH
220907001,29.3,0,0,1,0,0,0,0, ,KELLER H S,29.2,75,94,87,97,99.4,95,A,95,78,B,88,81,B,82,B,88,90,B,88,93, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,3075,100.0,159,5.2,3061,3075,0,0.0,208,6.8,62,2.0,0,0.0,160,5.2,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220907002,91.4,1,1,0,1,0,1,0, ,FOSSIL RIDGE H S,91.4,60,90,66,92,93.5,75,B,88,75,B,85,63,B,86,B,86,88,B,87,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,2314,100.0,306,12.3,2488,2314,0,0.0,1075,46.5,280,12.1,0,0.0,225,9.7,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220907004,88.1,0,0,0,0,0,0,0, ,CENTRAL H S,87.1,65,91,76,94,98.4,95,A,93,70,B,80,71,B,84,B,84,81,B,84,90, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,2539,100.0,226,8.5,2669,2539,0,0.0,641,25.2,126,5.0,0,0.0,225,8.9,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220907005,90.3,0,0,0,0,0,0,0, ,TIMBER CREEK H S,90.7,66,92,69,92,97.8,90,A,92,72,B,82,68,B,81,B,82,83,B,85,90, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,3242,100.0,279,8.3,3376,3242,0,0.0,700,21.6,205,6.3,0,0.0,291,9.0,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220907039,15, , , , , , , , ,NEW DIRECTION LRN CTR,10.3,44,91,21,87,98.3,95,A,90,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,90,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,TARRANT,.,220,59,100.0,71,71,100,59,0,0.0,16,27.1,4,6.8,0,0.0,3,5.1,0,0.0,0,10,0,100,0, ,A,.,KELLER ISD,220907,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220907041,.,0,0,0,0,0,0,0, ,KELLER MIDDLE,.,68,92,.,.,.,.,A,92,76,B,85,68,D,66,B,85,81,B,86,90, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1019,100.0,51,5,1017,1019,0,0.0,60,5.9,23,2.3,.,0.0,46,4.5,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,8,7,07 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907042,.,0,0,0,1,0,0,0, ,FOSSIL HILL MIDDLE,.,50,81,.,.,.,.,B,81,75,B,84,50,B,81,B,84,71,B,82,83, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,955,100.0,152,13.6,1121,955,0,0.0,494,51.7,163,17.1,.,0.0,107,11.2,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,8,7,07 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907043,.,1,0,1,1,0,0,0, ,HILLWOOD MIDDLE,.,63,91,.,.,.,.,A,91,79,B,89,63,B,84,B,89,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1222,100.0,102,8.3,1229,1222,0,0.0,378,30.9,81,6.6,.,0.0,134,11.0,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,8,7,07 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907044,.,1,0,0,0,0,0,0, ,INDIAN SPRINGS MIDDLE,.,69,92,.,.,.,.,A,92,77,B,86,69,C,79,B,86,98,A,98,94, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,982,100.0,76,7,1089,982,0,0.0,129,13.1,30,3.1,.,0.0,115,11.7,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,8,5,05 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907045,.,0,0,1,1,1,0,0, ,TRINITY SPRINGS MIDDLE,.,66,92,.,.,.,.,A,92,80,A,90,66,B,87,A,90,86,B,88,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,992,100.0,101,9.5,1067,992,0,0.0,290,29.2,79,8.0,.,0.0,79,8.0,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,8,7,07 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907046,.,0,0,0,0,0,0,0, ,TIMBERVIEW MIDDLE,.,60,90,.,.,.,.,A,90,71,C,79,60,D,60,C,79,76,B,84,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1240,100.0,92,7.3,1268,1240,0,0.0,186,15.0,54,4.4,.,0.0,139,11.2,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,8,5,05 - 08,M, ,.,., , ,11,REGION 11: FORT WORTH
220907047,.,0,0,1,0,1,0, , ,VISTA RIDGE MIDDLE,.,54,85,.,.,.,.,B,85,69,C,75,54,B,82,B,82,65,C,79,83, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,500,100.0,65,22,296,500,0,0.0,222,44.4,56,11.2,.,0.0,63,12.6,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,7,5,05 - 07,M, ,.,., , ,11,REGION 11: FORT WORTH
220907101,.,1,1,0,1,0, , , ,KELLER-HARVEL EL,.,63,91,.,.,.,.,A,91,80,B,88,63,C,79,B,88,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,199,43.5,62,13.8,449,457,0,0.0,113,24.7,22,4.8,.,0.0,45,9.8,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907102,.,1,0,0,0,0, , , ,FLORENCE EL,.,71,93,.,.,.,.,A,93,77,B,83,71,C,77,B,83,100,A,100,95, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,196,41.7,31,7.4,418,470,0,0.0,38,8.1,5,1.1,.,0.0,39,8.3,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907103,.,0,0,0,0,0, , , ,PARKVIEW EL,.,42,71,.,.,.,.,C,71,55,F,55,42,D,69,D,69,22,F,59,67, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,232,41.7,92,18.9,487,556,0,0.0,341,61.3,101,18.2,.,0.0,91,16.4,0,0.0,.,.,.,.,., ,D,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907104,.,1,1,0,0,0,0, , ,BEAR CREEK INT,.,76,94,.,.,.,.,A,94,79,B,89,76,B,82,B,89,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,989,100.0,50,4.9,1023,989,0,0.0,78,7.9,19,1.9,.,0.0,82,8.3,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,6,5,05 - 06,M, ,.,., , ,11,REGION 11: FORT WORTH
220907105,.,0,1,0,0,0, , , ,WHITLEY ROAD EL,.,45,73,.,.,.,.,C,73,69,C,70,45,C,72,C,72,52,C,71,72, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,172,38.3,50,13,385,449,0,0.0,268,59.7,99,22.0,.,0.0,32,7.1,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907106,.,0,0,0,0,0, , , ,HERITAGE EL,.,45,73,.,.,.,.,C,73,63,F,59,45,D,60,D,60,30,D,63,70, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,214,44.1,63,13.1,481,485,0,0.0,205,42.3,49,10.1,.,0.0,68,14.0,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907107,.,0,1,0,0,0,0, , ,CHISHOLM TRAIL INT,.,50,81,.,.,.,.,B,81,67,C,72,50,B,83,B,83,58,C,77,81, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,889,100.0,135,14,964,889,0,0.0,504,56.7,202,22.7,.,0.0,113,12.7,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,6,5,05 - 06,M, ,.,., , ,11,REGION 11: FORT WORTH
220907108,.,0,0,0,0,0, , , ,SHADY GROVE EL,.,66,92,.,.,.,.,A,92,66,D,65,66,D,67,D,67,71,C,76,87, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,188,41.1,46,11.3,408,457,0,0.0,30,6.6,16,3.5,.,0.0,53,11.6,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907109,.,0,0,0,0,0, , , ,PARK GLEN EL,.,54,82,.,.,.,.,B,82,68,D,69,54,D,60,D,69,57,C,72,79, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,256,42.9,44,8.7,506,597,0,0.0,132,22.1,32,5.4,.,0.0,71,11.9,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907110,.,1,1,1,1,0, , , ,WILLIS LANE EL,.,69,92,.,.,.,.,A,92,89,A,94,69,B,80,A,94,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,212,40.4,30,7,431,525,0,0.0,77,14.7,25,4.8,.,0.0,49,9.3,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907111,.,0,0,0,0,0, , , ,NORTH RIVERSIDE EL,.,44,72,.,.,.,.,C,72,53,F,54,44,C,72,C,72,27,D,62,69, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,144,36.5,53,13.9,380,394,0,0.0,241,61.2,111,28.2,.,0.0,57,14.5,0,0.0,.,.,.,.,., ,D,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907112,.,1,0,0,1,0, , , ,HIDDEN LAKES EL,.,75,94,.,.,.,.,A,94,84,A,91,75,B,80,A,91,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,182,45.5,22,6.2,355,400,0,0.0,13,3.3,9,2.3,.,0.0,46,11.5,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907113,.,0,1,0,1,0, , , ,LONE STAR EL,.,64,91,.,.,.,.,A,91,78,B,85,64,C,77,B,85,84,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,327,40.8,83,11.5,721,801,0,0.0,168,21.0,91,11.4,.,0.0,70,8.7,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907114,.,0,0,0,0,0,0, , ,PARKWOOD HILL INT,.,62,91,.,.,.,.,A,91,71,C,79,62,B,82,B,82,77,B,84,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1190,100.0,118,9.2,1277,1190,0,0.0,343,28.8,63,5.3,.,0.0,120,10.1,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,6,5,05 - 06,M, ,.,., , ,11,REGION 11: FORT WORTH
220907116,.,0,0,0,0,0, , , ,BLUEBONNET EL,.,50,77,.,.,.,.,C,77,65,D,62,50,C,70,C,70,53,C,71,75, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,3B,220,235,43.8,81,14.5,559,537,0,0.0,226,42.1,57,10.6,.,0.0,50,9.3,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907117,.,0,0,0,0,0, , , ,FREEDOM EL,.,56,85,.,.,.,.,B,85,74,C,79,56,C,74,C,79,88,B,83,84, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,226,40.4,50,10.1,493,559,0,0.0,182,32.6,112,20.0,.,0.0,79,14.1,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907118,.,1,1,1,1,0, , , ,BETTE PEROT EL,.,68,92,.,.,.,.,A,92,81,B,89,68,B,81,B,89,100,A,100,94, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,268,44.2,35,6.5,542,607,0,0.0,119,19.6,29,4.8,.,0.0,56,9.2,0,0.0,.,.,.,.,., ,A,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907119,.,0,0,0,0,0, , , ,WOODLAND SPRINGS EL,.,57,86,.,.,.,.,B,86,68,D,69,57,D,62,D,69,66,C,75,83, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,249,43.1,41,8.2,500,578,0,0.0,108,18.7,17,2.9,.,0.0,88,15.2,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907120,.,0,0,0,0,0, , , ,LIBERTY EL,.,68,92,.,.,.,.,A,92,69,C,70,68,D,69,C,70,80,C,78,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,175,40.2,21,6,349,435,0,0.0,16,3.7,12,2.8,.,0.0,38,8.7,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907121,.,0,0,0,0,0, , , ,INDEPENDENCE EL,.,59,89,.,.,.,.,B,89,74,C,79,59,D,67,C,79,82,C,79,86, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,226,40.2,48,10.3,468,562,0,0.0,107,19.0,22,3.9,.,0.0,84,14.9,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907122,.,0,0,0,0,0, , , ,FRIENDSHIP EL,.,49,77,.,.,.,.,C,77,61,F,58,49,C,70,C,70,34,D,64,73, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,3B,220,221,40.3,63,13.1,480,549,0,0.0,237,43.2,45,8.2,.,0.0,64,11.7,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907123,.,1,0,0,1,0,0, , ,TRINITY MEADOWS INT,.,59,89,.,.,.,.,B,89,74,B,83,59,B,82,B,83,88,B,89,89, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,983,100.0,102,10.4,981,983,0,0.0,332,33.8,126,12.8,.,0.0,106,10.8,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,6,5,05 - 06,M, ,.,., , ,11,REGION 11: FORT WORTH
220907124,.,0,0,0,0,0, , , ,EAGLE RIDGE EL,.,64,91,.,.,.,.,A,91,72,C,75,64,C,70,C,75,82,C,79,87, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,281,45.8,65,10.8,604,613,0,0.0,86,14.0,31,5.1,.,0.0,75,12.2,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907125,.,0,0,0,0,0, , , ,CAPROCK EL,.,48,76,.,.,.,.,C,76,60,F,58,48,C,72,C,72,44,D,68,74, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,260,40.3,99,15.9,624,645,0,0.0,316,49.0,162,25.1,.,0.0,84,13.0,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907126,.,0,1,1,1,1, , , ,BASSWOOD EL,.,57,86,.,.,.,.,B,86,76,B,82,57,B,87,B,87,90,B,85,86, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,148,39.9,73,22.9,319,371,0,0.0,231,62.3,132,35.6,.,0.0,45,12.1,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907128,., , , , , , , , ,KELLER EARLY LEARNING CENTER - NOR,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,89, ,N,N,N,N,Y,N,N,Y,Y,N,N,TARRANT, ,220,0,0.0,.,.,.,291,0,0.0,219,75.3,70,24.1,.,0.0,90,30.9,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,PK,EE,EE - PK,E, ,.,.,220907000,KELLER ISD,11,REGION 11: FORT WORTH
220907129,.,0,0,0,0,0, , , ,RIDGEVIEW EL,.,56,85,.,.,.,.,B,85,69,C,70,56,F,59,C,70,62,C,74,82, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,302,43.3,55,8.9,621,698,0,0.0,118,16.9,76,10.9,.,0.0,52,7.4,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907130,.,0,0,0,0,0, , , ,SUNSET VALLEY EL,.,49,77,.,.,.,.,C,77,56,F,56,49,D,63,D,63,34,D,64,73, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,170,38.2,55,15.6,353,445,0,0.0,163,36.6,82,18.4,.,0.0,50,11.2,0,0.0,.,.,.,.,., ,C,.,KELLER ISD,220907,4,KG,KG - 04,E, ,.,., , ,11,REGION 11: FORT WORTH
220907131,., , , , , , , , ,KELLER EARLY LEARNING CENTER - SOU,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,89, ,N,N,N,N,Y,N,N,Y,Y,N,N,TARRANT, ,220,0,0.0,.,.,.,328,0,0.0,268,81.7,104,31.7,.,0.0,80,24.4,0,0.0,.,.,.,.,., ,B,.,KELLER ISD,220907,PK,EE,EE - PK,E, ,.,.,220907000,KELLER ISD,11,REGION 11: FORT WORTH
220908002,79.2,0,1,0,1,1,1,1, ,MANSFIELD SUMMIT H S,79.9,50,77,61,90,95.2,85,B,84,71,B,81,56,B,84,B,84,64,C,78,82, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,2,220,2127,100.0,357,15,2376,2127,.,0.0,1289,60.6,137,6.4,0,0.0,218,10.2,.,0.0,.,.,.,.,., ,B,.,MANSFIELD ISD,220908,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220908003,84.7,0,0,0,0,0,1,1, ,MANSFIELD H S,85.3,67,92,74,94,98.8,95,A,93,76,B,86,71,B,83,B,86,86,B,86,91, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,2417,100.0,170,6.6,2558,2417,.,0.0,574,23.7,41,1.7,0,0.0,162,6.7,.,0.0,.,.,.,.,., ,A,.,MANSFIELD ISD,220908,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220908004,79.9,1,1,0,1,1,1,1, ,MANSFIELD TIMBERVIEW H S,80.2,57,86,56,87,96.5,90,B,87,75,B,85,57,B,83,B,85,91,B,88,87, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,1879,100.0,219,11.2,1964,1879,.,0.0,954,50.8,79,4.2,0,0.0,169,9.0,.,0.0,.,.,.,.,., ,B,.,MANSFIELD ISD,220908,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220908005,86.8,0,0,0,1,0,0,0, ,MANSFIELD LEGACY H S,87,58,88,68,92,97.4,90,A,90,73,B,83,63,B,84,B,84,75,B,82,88, ,N,N,N,N,N,N,N,N,N,N,N,TARRANT,.,220,2172,100.0,242,11.1,2188,2172,.,0.0,833,38.4,86,4.0,0,0.0,187,8.6,.,0.0,.,.,.,.,., ,B,.,MANSFIELD ISD,220908,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
220908006,0.8, , , , , , , , ,THE PHOENIX ACADEMY,0,21,71,14,79,96,90,C,78,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,78,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,TARRANT,.,220,90,100.0,144,81.8,176,90,.,0.0,58,64.4,7,7.8,0,0.0,2,2.2,.,0.0,0,0,0,32,0, ,C,.,MANSFIELD ISD,220908,12,9,09 - 12,S, ,.,., , ,11,REGION 11: FORT WORTH
